"ADM1_id","rs"
"2496",9
"2497",9
"2498",9
"2499",10
"2500",10
"2501",9
"2502",19
"2503",9
"2504",9
"2505",9
"2506",9
"2507",10
"2508",19
"2509",10
"2510",9
"2511",9
"2512",9
"2513",19
"2514",9
"2515",19
"2516",19
"2517",9
"2518",10
"2519",10
"2520",10
"2521",10
"2522",19
"2523",9
"2524",9
"2525",9
"2526",10
"2527",10
"2528",19
"2529",9
"2530",19
"2531",28
"2532",20
"2533",6
"2534",19
"2535",19
"2536",19
"2537",28
"2538",9
"2539",19
"2540",31
"2541",19
"2542",19
"2543",6
"2544",20
"2545",9
"2546",20
"2547",19
"2548",9
"2549",10
"2550",6
"2551",19
"2552",20
"2553",19
"2554",20
"2555",19
"2556",28
"2557",20
"2558",20
"2559",19
"2560",20
"2561",19
"2562",9
"2563",20
"2564",19
"2565",19
"2566",19
"2567",19
"2568",20
"2569",19
"2570",19
"2571",19
"2572",19
"2573",20
"2574",20
"2575",19
"2576",9
"2577",19
"2578",19
"2579",19
"2580",19
"2581",19
"2582",19
"2583",20
"2584",27
"2585",19
"2586",18
"2587",19
"2588",19
"2589",20
"2590",19
"2591",18
"2592",19
"2593",9
"2594",19
"2595",19
"2596",19
"2597",19
"2598",19
"2599",20
"2600",19
"2601",28
"2602",19
"2603",19
"2604",19
"2605",19
"2606",19
"2607",18
"2608",19
"2609",19
"2610",20
"2611",19
"2612",27
"2613",28
"2614",10
"2615",4
"2616",4
"2617",4
"2618",4
"2619",32
"2620",32
"2621",32
"2622",32
"2623",32
"2624",32
"2625",32
"2626",32
"2627",32
"2628",32
"2629",32
"2630",32
"2631",32
"2632",32
"2633",32
"2634",32
"2635",32
"2636",32
"2637",32
"2638",32
"2639",32
"2640",32
"2641",32
"2642",32
"2643",32
"2644",32
"2645",32
"2646",19
"2647",19
"2648",32
"2649",32
"2650",32
"2651",32
"2652",32
"2653",32
"2654",32
"2655",32
"2656",32
"2657",32
"2658",32
"2659",32
"2660",32
"2661",32
"2662",32
"2663",32
"2664",32
"2665",9
"2666",9
"2667",10
"2668",9
"2669",9
"2670",10
"2671",10
"2672",9
"2673",9
"2674",32
"2675",3
"2676",7
"2677",7
"2678",7
"2679",7
"2680",7
"2681",7
"2682",7
"2683",7
"2684",7
"2685",7
"2686",7
"2687",7
"2688",7
"2689",5
"2690",5
"2691",5
"2692",4
"2693",5
"2694",5
"2695",4
"2696",7
"2697",7
"2698",5
"2699",3
"2700",7
"2701",5
"2702",5
"2703",3
"2704",9
"2705",10
"2706",9
"2707",9
"2708",10
"2709",9
"2710",9
"2711",10
"2712",9
"2713",10
"2714",10
"2715",10
"2716",10
"2717",9
"2718",9
"2719",10
"2720",9
"2721",9
"2722",9
"2723",9
"2724",9
"2725",10
"2726",10
"2727",9
"2728",10
"2729",32
"2730",32
"2731",32
"2732",32
"2733",32
"2734",32
"2735",32
"2736",32
"2737",32
"2738",32
"2739",32
"2740",32
"2741",32
"2742",32
"2743",32
"2744",32
"2745",32
"2746",32
"2747",32
"2748",32
"2749",32
"2750",32
"2751",32
"2752",32
"2753",32
"2754",32
"2755",4
"2756",4
"2757",2
"2758",2
"2759",1
"2760",1
"2761",1
"2762",1
"2763",1
"2764",19
"2765",19
"2766",10
"2767",10
"2768",10
"2769",19
"2770",10
"2771",10
"2772",10
"2773",10
"2774",10
"2775",10
"2776",10
"2777",10
"2778",10
"2779",10
"2780",10
"2781",10
"2782",10
"2783",10
"2784",1
"2785",1
"2786",1
"2787",1
"2788",1
"2789",1
"2790",1
"2791",32
"2792",32
"2793",1
"2794",7
"2795",5
"2796",5
"2797",7
"2798",5
"2799",7
"2800",5
"2801",7
"2802",5
"2803",5
"2804",7
"2805",7
"2806",7
"2807",5
"2808",5
"2809",7
"2810",7
"2811",5
"2812",6
"2813",6
"2814",16
"2815",16
"2816",5
"2817",16
"2818",5
"2819",7
"2820",6
"2821",15
"2822",26
"2823",15
"2824",15
"2825",15
"2826",26
"2827",9
"2828",26
"2829",15
"2830",15
"2831",15
"2832",9
"2833",9
"2834",9
"2835",15
"2836",26
"2837",15
"2838",4
"2839",4
"2840",5
"2841",4
"2842",4
"2843",5
"2844",5
"2845",4
"2846",4
"2847",4
"2848",12
"2849",10
"2850",10
"2851",12
"2852",13
"2853",10
"2854",12
"2855",12
"2856",10
"2857",12
"2858",12
"2859",13
"2860",12
"2861",7
"2862",13
"2863",10
"2864",13
"2865",6
"2866",3
"2867",3
"2868",1
"2869",2
"2870",1
"2871",1
"2872",1
"2873",2
"2874",3
"2875",1
"2876",1
"2877",1
"2878",3
"2879",2
"2880",3
"2881",2
"2882",1
"2883",2
"2884",3
"2885",1
"2886",2
"2887",3
"2888",1
"2889",3
"2890",3
"2891",7
"2892",5
"2893",5
"2894",5
"2895",5
"2896",7
"2897",7
"2898",7
"2899",7
"2900",7
"2901",7
"2902",7
"2903",5
"2904",5
"2905",5
"2906",5
"2907",5
"2908",7
"2909",1
"2910",1
"2911",1
"2912",1
"2913",1
"2914",1
"2915",1
"2916",1
"2917",2
"2918",1
"2919",32
"2920",31
"2921",15
"2922",5
"2923",15
"2924",15
"2925",10
"2926",10
"2927",20
"2928",20
"2929",10
"2930",10
"2931",20
"2932",10
"2933",10
"2934",10
"2935",20
"2936",19
"2937",10
"2938",10
"2939",10
"2940",10
"2941",19
"2942",20
"2943",20
"2944",19
"2945",10
"2946",10
"2947",10
"2948",10
"2949",10
"2950",10
"2951",10
"2952",10
"2953",10
"2954",20
"2955",31
"2956",10
"2957",10
"2958",10
"2959",10
"2960",10
"2961",10
"2962",10
"2963",10
"2964",10
"2965",10
"2966",10
"2967",31
"2968",31
"2969",10
"2970",10
"2971",10
"2972",5
"2973",5
"2974",5
"2975",8
"2976",6
"2977",6
"2978",7
"2979",12
"2980",7
"2981",12
"2982",12
"2983",12
"2984",7
"2985",12
"2986",9
"2987",4
"2988",9
"2989",15
"2990",4
"2991",9
"2992",9
"2993",12
"2994",31
"2995",12
"2996",24
"2997",23
"2998",4
"2999",4
"3000",5
"3001",4
"3002",5
"3003",4
"3004",4
"3005",4
"3006",4
"3007",4
"3008",4
"3009",4
"3010",4
"3011",4
"3012",4
"3013",4
"3014",16
"3015",32
"3016",3
"3017",4
"3018",4
"3019",4
"3020",4
"3021",4
"3022",5
"3023",4
"3024",4
"3025",2
"3026",4
"3027",4
"3028",4
"3029",4
"3030",4
"3031",2
"3032",4
"3033",4
"3034",4
"3035",4
"3036",2
"3037",4
"3038",4
"3039",4
"3040",2
"3041",4
"3042",4
"3043",4
"3044",4
"3045",2
"3046",4
"3047",4
"3048",4
"3049",4
"3050",4
"3051",4
"3052",4
"3053",4
"3054",4
"3055",4
"3056",4
"3057",4
"3058",2
"3059",4
"3060",1
"3061",4
"3062",4
"3063",4
"3064",4
"3065",2
"3066",2
"3067",2
"3068",4
"3069",4
"3070",4
"3071",4
"3072",4
"3073",4
"3074",4
"3075",2
"3076",4
"3077",4
"3078",2
"3079",4
"3080",4
"3081",4
"3082",4
"3083",4
"3084",4
"3085",4
"3086",4
"3087",4
"3088",2
"3089",4
"3090",4
"3091",2
"3092",4
"3093",4
"3094",2
"3095",4
"3096",4
"3097",2
"3098",2
"3099",4
"3100",4
"3101",4
"3102",4
"3103",2
"3104",4
"3105",4
"3106",4
"3107",4
"3108",4
"3109",4
"3110",4
"3111",4
"3112",4
"3113",4
"3114",4
"3115",4
"3116",4
"3117",4
"3118",4
"3119",4
"3120",4
"3121",4
"3122",4
"3123",32
"3124",32
"3125",32
"3126",32
"3127",32
"3128",32
"3129",32
"3130",32
"3131",2
"3132",2
"3133",2
"3134",2
"3135",2
"3136",2
"3137",2
"3138",2
"3139",2
"3140",2
"3141",2
"3142",2
"3143",2
"3144",32
"3145",2
"3146",12
"3147",12
"3148",12
"3149",12
"3150",7
"3151",7
"3152",12
"3153",5
"3154",6
"3155",7
"3156",6
"3157",7
"3158",5
"3159",12
"3160",5
"3161",12
"3162",7
"3163",7
"3164",12
"3165",5
"3166",7
"3167",7
"3168",12
"3169",12
"3170",12
"3171",10
"3172",13
"3173",12
"3174",12
"3175",12
"3176",23
"3177",6
"3178",13
"3179",13
"3180",12
"3181",19
"3182",19
"3183",12
"3184",12
"3185",10
"3186",12
"3187",23
"3188",13
"3189",23
"3190",23
"3191",10
"3192",12
"3193",12
"3194",9
"3195",12
"3196",12
"3197",12
"3198",12
"3199",23
"3200",19
"3201",13
"3202",23
"3203",12
"3204",23
"3205",23
"3206",12
"3207",6
"3208",12
"3209",12
"3210",12
"3211",23
"3212",13
"3213",10
"3214",13
"3215",19
"3216",10
"3217",23
"3218",12
"3219",12
"3220",12
"3221",13
"3222",9
"3223",6
"3224",12
"3225",12
"3226",12
"3227",12
"3228",12
"3229",22
"3230",13
"3231",13
"3232",10
"3233",12
"3234",9
"3235",9
"3236",13
"3237",12
"3238",12
"3239",10
"3240",12
"3241",23
"3242",12
"3243",13
"3244",9
"3245",23
"3246",12
"3247",23
"3248",12
"3249",13
"3250",9
"3251",7
"3252",8
"3253",8
"3254",8
"3255",8
"3256",8
"3257",32
"3258",32
"3259",32
"3260",32
"3261",32
"3262",32
"3263",32
"3264",32
"3265",32
"3266",32
"3267",32
"3268",32
"3269",32
"3270",32
"3271",32
"3272",4
"3273",4
"3274",4
"3275",1
"3276",4
"3277",4
"3278",1
"3279",4
"3280",4
"3281",2
"3282",1
"3283",10
"3284",2
"3285",4
"3286",2
"3287",1
"3288",2
"3289",3
"3290",4
"3291",10
"3292",3
"3293",4
"3294",4
"3295",4
"3296",4
"3297",10
"3298",4
"3299",4
"3300",4
"3301",4
"3302",4
"3303",4
"3304",4
"3305",4
"3306",4
"3307",4
"3308",1
"3309",4
"3310",4
"3311",4
"3312",4
"3313",2
"3314",3
"3315",1
"3316",4
"3317",4
"3318",4
"3319",4
"3320",4
"3321",4
"3322",4
"3323",4
"3324",3
"3325",4
"3326",4
"3327",2
"3328",1
"3329",4
"3330",19
"3331",19
"3332",10
"3333",9
"3334",18
"3335",18
"3336",19
"3337",19
"3338",9
"3339",10
"3340",19
"3341",19
"3342",19
"3343",19
"3344",18
"3345",19
"3346",9
"3347",19
"3348",19
"3349",9
"3350",19
"3351",19
"3352",19
"3353",19
"3354",19
"3355",9
"3356",19
"3357",7
"3358",7
"3359",7
"3360",7
"3361",7
"3362",7
"3363",7
"3364",7
"3365",10
"3366",10
"3367",10
"3368",10
"3369",32
"3370",32
"3371",32
"3372",32
"3373",32
"3374",32
"3375",32
"3376",32
"3377",32
"3378",9
"3379",11
"3380",20
"3381",6
"3382",9
"3383",13
"3384",6
"3385",9
"3386",9
"3387",9
"3388",9
"3389",9
"3390",32
"3391",6
"3392",9
"3393",9
"3394",18
"3395",9
"3396",9
"3397",9
"3398",19
"3399",9
"3400",19
"3401",19
"3402",19
"3403",9
"3404",9
"3405",6
"3406",18
"3407",6
"3408",19
"3409",9
"3410",6
"3411",19
"3412",9
"3413",19
"3414",9
"3415",9
"3416",13
"3417",9
"3418",9
"3419",9
"3420",18
"3421",9
"3422",9
"3423",6
"3424",19
"3425",9
"3426",13
"3427",9
"3428",19
"3429",6
"3430",9
"3431",9
"3432",9
"3433",9
"3434",9
"3435",9
"3436",9
"3437",9
"3438",9
"3439",9
"3440",9
"3441",9
"3442",9
"3443",9
"3444",9
"3445",9
"3446",9
"3447",9
"3448",9
"3449",6
"3450",8
"3451",8
"3452",6
"3453",8
"3454",6
"3455",8
"3456",6
"3457",8
"3458",12
"3459",6
"3460",6
"3461",12
"3462",12
"3463",1
"3464",32
"3465",1
"3466",1
"3467",1
"3468",32
"3469",1
"3470",4
"3471",4
"3472",4
"3473",4
"3474",2
"3475",4
"3476",4
"3477",2
"3478",32
"3479",4
"3480",4
"3481",4
"3482",4
"3483",10
"3484",4
"3485",4
"3486",4
"3487",4
"3488",4
"3489",2
"3490",4
"3491",4
"3492",4
"3493",4
"3494",2
"3495",4
"3496",4
"3497",2
"3498",4
"3499",15
"3500",4
"3501",4
"3502",2
"3503",4
"3504",2
"3505",4
"3506",4
"3507",15
"3508",15
"3509",15
"3510",4
"3511",2
"3512",15
"3513",4
"3514",4
"3515",15
"3516",15
"3517",15
"3518",2
"3519",4
"3520",15
"3521",15
"3522",15
"3523",15
"3524",4
"3525",4
"3526",32
"3527",4
"3528",4
"3529",15
"3530",2
"3531",15
"3532",15
"3533",4
"3534",4
"3535",4
"3536",4
"3537",4
"3538",4
"3539",4
"3540",4
"3541",2
"3542",2
"3543",2
"3544",15
"3545",2
"3546",4
"3547",15
"3548",4
"3549",15
"3550",15
"3551",2
"3552",4
"3553",4
"3554",4
"3555",15
"3556",4
"3557",15
"3558",15
"3559",32
"3560",32
"3561",32
"3562",32
"3563",32
"3564",32
"3565",7
"3566",7
"3567",7
"3568",7
"3569",7
"3570",7
"3571",8
"3572",5
"3573",7
"3574",7
"3575",7
"3576",7
"3577",8
"3578",8
"3579",6
"3580",7
"3581",7
"3582",5
"3583",7
"3584",7
"3585",7
"3586",8
"3587",8
"3588",7
"3589",5
"3590",15
"3591",15
"3592",4
"3593",4
"3594",15
"3595",15
"3596",15
"3597",4
"3598",5
"3599",4
"3600",5
"3601",15
"3602",15
"3603",15
"3604",15
"3605",15
"3606",5
"3607",5
"3608",5
"3609",5
