"ADM1_id","rs"
"456",4
"457",4
"458",4
"459",4
"460",4
"461",4
"462",4
"463",2
"464",4
"465",4
"466",4
"467",2
"468",4
"469",4
"470",4
"471",4
"472",4
"473",4
"474",4
"475",4
"476",4
"477",4
"478",4
"479",4
"480",4
"481",4
"482",4
"483",5
"484",2
"485",4
"486",4
"487",4
"488",2
"489",4
"490",20
"491",20
"492",20
"493",19
"494",20
"495",20
"496",19
"497",31
"498",31
"499",31
"500",19
"501",19
"502",20
"503",20
"504",20
"505",32
"506",32
"507",32
"508",32
"509",32
"510",32
"511",32
"512",32
"513",32
"514",32
"515",32
"516",32
"517",32
"518",32
"519",32
"520",32
"521",32
"522",32
"523",32
"524",32
"525",32
"526",32
"527",32
"528",32
"529",32
"530",32
"531",32
"532",32
"533",32
"534",4
"535",4
"536",4
"537",4
"538",4
"539",4
"540",4
"541",4
"542",4
"543",4
"544",4
"545",4
"546",4
"547",4
"548",4
"549",4
"550",5
"551",7
"552",7
"553",7
"554",5
"555",7
"556",7
"557",5
"558",5
"559",7
"560",7
"561",4
"562",4
"563",4
"564",5
"565",4
"566",4
"567",5
"568",5
"569",5
"570",4
"571",7
"572",5
"573",7
"574",11
"575",8
"576",13
"577",31
"578",8
"579",13
"580",8
"581",13
"582",10
"583",10
"584",31
"585",31
"586",13
"587",13
"588",8
"589",13
"590",9
"591",6
"592",9
"593",9
"594",8
"595",9
"596",15
"597",9
"598",4
"599",6
"600",27
"601",15
"602",9
"603",9
"604",9
"605",9
"606",26
"607",26
"608",6
"609",6
"610",31
"611",6
"612",15
"613",9
"614",6
"615",15
"616",6
"617",8
"618",31
"619",16
"620",9
"621",1
"622",1
"623",4
"624",4
"625",4
"626",10
"627",4
"628",1
"629",1
"630",2
"631",1
"632",4
"633",1
"634",10
"635",1
"636",1
"637",10
"638",4
"639",4
"640",2
"641",1
"642",1
"643",1
"644",1
"645",1
"646",32
"647",1
"648",4
"649",10
"650",1
"651",1
"652",2
"653",32
"654",1
"655",32
"656",1
"657",1
"658",4
"659",1
"660",1
"661",1
"662",2
"663",4
"664",4
"665",4
"666",4
"667",4
"668",4
"669",4
"670",4
"671",4
"672",4
"673",4
"674",4
"675",4
"676",4
"677",12
"678",10
"679",9
"680",12
"681",9
"682",9
"683",10
"684",10
"685",10
"686",10
"687",10
"688",9
"689",10
"690",10
"691",9
"692",12
"693",10
"694",9
"695",9
"696",12
"697",9
"698",4
"699",4
"700",4
"701",2
"702",4
"703",4
"704",4
"705",4
"706",2
"707",4
"708",4
"709",4
"710",4
"711",4
"712",4
"713",4
"714",5
"715",12
"716",12
"717",12
"718",12
"719",10
"720",10
"721",10
"722",10
"723",10
"724",10
"725",10
"726",10
"727",10
"728",10
"729",10
"730",10
"731",10
"732",10
"733",1
"734",4
"735",4
"736",4
"737",4
"738",4
"739",4
"740",4
"741",1
"742",10
"743",10
"744",10
"745",10
"746",10
"747",7
"748",7
"749",7
"750",7
"751",7
"752",4
"753",4
"754",4
"755",4
"756",2
"757",1
"758",1
"759",1
"760",1
"761",4
"762",2
"763",4
"764",2
"765",10
"766",1
"767",1
"768",4
"769",1
"770",4
"771",4
"772",1
"773",1
"774",1
"775",1
"776",1
"777",1
"778",4
"779",2
"780",4
"781",1
"782",2
"783",4
"784",1
"785",1
"786",1
"787",1
"788",1
"789",1
"790",1
"791",1
"792",1
"793",1
"794",10
"795",16
"796",31
"797",10
"798",31
"799",31
"800",5
"801",2
"802",32
"803",4
"804",13
"805",10
"806",4
"807",4
"808",1
"809",1
"810",1
"811",1
"812",10
"813",4
"814",2
"815",1
"816",10
"817",10
"818",7
"819",7
"820",7
"821",7
"822",7
"823",7
"824",7
"825",7
"826",7
"827",7
"828",7
"829",7
"830",7
"831",7
"832",7
"833",7
"834",7
"835",7
"836",7
"837",7
"838",7
"839",7
"840",7
"841",7
"842",7
"843",7
"844",7
"845",7
"846",4
"847",4
"848",4
"849",4
"850",4
"851",4
"852",4
"853",4
"854",4
"855",4
"856",4
"857",4
"858",4
"859",4
"860",32
"861",2
"862",2
"863",2
"864",2
"865",2
"866",2
"867",10
"868",7
"869",7
"870",7
"871",5
"872",7
"873",19
"874",19
"875",19
"876",19
"877",19
"878",19
"879",19
"880",19
"881",19
"882",19
"883",19
"884",10
"885",19
"886",19
"887",19
"888",19
"889",16
"890",5
"891",16
"892",4
"893",4
"894",4
"895",5
"896",4
"897",7
"898",4
"899",4
"900",11
"901",11
"902",11
"903",11
"904",11
"905",11
"906",1
"907",32
"908",32
"909",32
"910",1
"911",20
"912",20
"913",20
"914",19
"915",20
"916",10
"917",10
"918",10
"919",10
"920",10
"921",10
"922",10
"923",10
"924",10
"925",13
"926",10
"927",10
"928",12
"929",10
"930",10
"931",9
"932",10
"933",10
"934",10
"935",10
"936",12
"937",10
"938",2
"939",2
"940",32
"941",32
"942",32
"943",32
"944",32
"945",32
"946",32
"947",32
"948",32
"949",2
"950",4
"951",4
"952",4
"953",4
"954",3
"955",4
"956",4
"957",2
"958",3
"959",5
"960",5
"961",5
"962",5
"963",3
"964",9
"965",19
"966",9
"967",9
"968",9
"969",19
"970",19
"971",19
"972",9
"973",19
"974",19
"975",9
"976",10
"977",10
"978",10
"979",10
"980",10
"981",10
"982",10
"983",10
"984",10
"985",10
"986",10
"987",10
"988",10
"989",10
"990",10
"991",10
"992",4
"993",4
"994",4
"995",4
"996",4
"997",4
"998",4
"999",4
"1000",4
"1001",4
"1002",12
"1003",12
"1004",12
"1005",12
"1006",12
"1007",12
"1008",12
"1009",12
"1010",31
"1011",30
"1012",30
"1013",31
"1014",30
"1015",32
"1016",32
"1017",32
"1018",32
"1019",32
"1020",32
"1021",32
"1022",2
"1023",2
"1024",32
"1025",32
"1026",32
"1027",32
"1028",32
"1029",32
"1030",32
"1031",32
"1032",32
"1033",32
"1034",32
"1035",32
"1036",32
"1037",32
"1038",32
"1039",32
"1040",32
"1041",32
"1042",32
"1043",1
"1044",10
"1045",16
"1046",4
"1047",4
"1048",4
"1049",4
"1050",10
"1051",1
"1052",4
"1053",4
"1054",2
"1055",16
"1056",10
"1057",4
"1058",16
"1059",16
"1060",4
"1061",16
"1062",4
"1063",16
"1064",4
"1065",10
"1066",10
"1067",10
"1068",10
"1069",10
"1070",10
"1071",10
"1072",10
"1073",10
"1074",10
"1075",10
"1076",10
"1077",10
"1078",10
"1079",10
"1080",4
"1081",4
"1082",4
"1083",4
"1084",4
"1085",4
"1086",4
"1087",4
"1088",4
"1089",4
"1090",2
"1091",4
"1092",4
"1093",4
"1094",4
"1095",4
"1096",4
"1097",1
"1098",1
"1099",1
"1100",1
"1101",1
"1102",1
"1103",1
"1104",1
"1105",1
"1106",2
"1107",4
"1108",1
"1109",1
"1110",1
"1111",1
"1112",1
"1113",1
"1114",4
"1115",4
"1116",1
"1117",2
"1118",4
"1119",2
"1120",4
"1121",4
"1122",2
"1123",4
"1124",4
"1125",2
"1126",4
"1127",2
"1128",4
"1129",4
"1130",4
"1131",4
"1132",2
"1133",4
"1134",3
"1135",15
"1136",15
"1137",15
"1138",15
"1139",15
"1140",15
"1141",15
"1142",15
"1143",15
"1144",15
"1145",15
"1146",15
"1147",15
"1148",15
"1149",15
"1150",15
"1151",15
"1152",15
"1153",10
"1154",10
"1155",10
"1156",10
"1157",10
"1158",9
"1159",10
"1160",10
"1161",10
"1162",10
"1163",10
"1164",10
"1165",10
"1166",10
"1167",10
"1168",10
"1169",10
"1170",10
"1171",10
"1172",10
"1173",31
"1174",31
"1175",11
"1176",31
"1177",11
"1178",11
"1179",31
"1180",31
"1181",2
"1182",4
"1183",15
"1184",15
"1185",15
"1186",15
"1187",4
"1188",4
"1189",4
"1190",2
"1191",5
"1192",5
"1193",15
"1194",31
"1195",15
"1196",5
"1197",2
"1198",32
"1199",12
"1200",4
"1201",15
"1202",15
"1203",15
"1204",15
"1205",5
"1206",4
"1207",4
"1208",5
"1209",7
"1210",31
"1211",4
"1212",4
"1213",4
"1214",15
"1215",15
"1216",15
"1217",4
"1218",1
"1219",2
"1220",1
"1221",1
"1222",1
"1223",1
"1224",1
"1225",1
"1226",1
"1227",1
"1228",2
"1229",2
"1230",1
"1231",1
"1232",1
"1233",1
"1234",1
"1235",1
"1236",1
"1237",1
"1238",1
"1239",4
"1240",4
"1241",1
"1242",1
"1243",1
"1244",1
"1245",1
"1246",2
"1247",1
"1248",1
"1249",1
"1250",1
"1251",2
"1252",6
"1253",6
"1254",5
"1255",12
"1256",6
"1257",7
"1258",12
"1259",12
"1260",5
"1261",12
"1262",7
"1263",12
"1264",7
"1265",12
"1266",7
"1267",12
"1268",12
"1269",12
"1270",6
"1271",12
"1272",6
"1273",22
"1274",7
"1275",6
"1276",7
"1277",7
"1278",7
"1279",6
"1280",6
"1281",7
"1282",6
"1283",7
"1284",7
"1285",7
"1286",7
"1287",7
"1288",12
"1289",12
"1290",5
"1291",7
"1292",7
"1293",7
"1294",12
"1295",5
"1296",7
"1297",7
"1298",5
"1299",5
"1300",7
"1301",10
"1302",10
"1303",10
"1304",10
"1305",10
"1306",10
"1307",10
"1308",10
"1309",10
"1310",10
"1311",10
"1312",10
"1313",10
"1314",10
"1315",10
"1316",10
"1317",10
"1318",10
"1319",10
"1320",10
"1321",10
"1322",10
"1323",10
"1324",10
"1325",10
"1326",10
"1327",10
"1328",10
"1329",10
"1330",10
"1331",10
"1332",10
"1333",12
"1334",7
"1335",12
"1336",12
"1337",12
"1338",12
"1339",12
"1340",10
"1341",12
"1342",12
"1343",12
"1344",12
"1345",9
"1346",10
"1347",12
"1348",12
"1349",9
"1350",9
"1351",9
"1352",9
"1353",12
"1354",12
"1355",12
"1356",31
"1357",12
"1358",31
"1359",9
"1360",2
"1361",2
"1362",2
"1363",2
"1364",1
"1365",1
"1366",1
"1367",2
"1368",2
"1369",2
"1370",1
"1371",1
"1372",2
"1373",2
"1374",9
"1375",9
"1376",9
"1377",9
"1378",9
"1379",9
"1380",9
"1381",9
"1382",9
"1383",9
"1384",9
"1385",19
"1386",9
"1387",9
"1388",9
"1389",19
"1390",9
"1391",9
"1392",9
"1393",9
"1394",9
"1395",9
"1396",9
"1397",9
"1398",9
"1399",19
"1400",9
"1401",9
"1402",9
"1403",9
"1404",9
"1405",32
"1406",9
"1407",9
"1408",9
"1409",9
"1410",9
"1411",9
"1412",9
"1413",9
"1414",9
"1415",9
"1416",9
"1417",9
"1418",9
"1419",9
"1420",19
"1421",10
"1422",10
"1423",10
"1424",10
"1425",10
"1426",10
"1427",10
"1428",10
"1429",10
"1430",10
"1431",10
"1432",10
"1433",12
"1434",7
"1435",7
"1436",5
"1437",12
"1438",12
"1439",6
"1440",7
"1441",6
"1442",7
"1443",6
"1444",7
"1445",6
"1446",19
"1447",6
"1448",6
"1449",19
"1450",8
"1451",19
"1452",19
"1453",6
"1454",19
"1455",8
"1456",6
"1457",6
"1458",6
"1459",4
"1460",10
"1461",2
"1462",1
"1463",10
"1464",4
"1465",5
"1466",1
"1467",5
"1468",5
"1469",1
"1470",10
"1471",10
"1472",3
"1473",4
"1474",1
"1475",1
"1476",5
"1477",3
"1478",10
"1479",3
"1480",4
"1481",5
"1482",7
"1483",5
"1484",3
"1485",4
"1486",3
"1487",10
"1488",10
"1489",10
"1490",10
"1491",10
"1492",10
"1493",10
"1494",10
"1495",5
"1496",1
"1497",5
"1498",5
"1499",4
"1500",10
"1501",5
"1502",10
"1503",1
"1504",5
"1505",4
"1506",10
"1507",10
"1508",10
"1509",9
"1510",10
"1511",10
"1512",10
"1513",7
"1514",7
"1515",7
"1516",7
"1517",7
"1518",7
"1519",6
"1520",18
"1521",20
"1522",23
"1523",20
"1524",6
"1525",23
"1526",20
"1527",31
"1528",4
"1529",4
"1530",2
"1531",4
"1532",15
"1533",2
"1534",15
"1535",4
"1536",15
"1537",15
"1538",4
"1539",4
"1540",4
"1541",4
"1542",2
"1543",4
"1544",15
"1545",15
"1546",10
"1547",19
"1548",19
"1549",19
"1550",19
"1551",12
"1552",13
"1553",12
"1554",12
"1555",12
"1556",12
"1557",12
"1558",12
"1559",16
"1560",16
"1561",16
"1562",16
"1563",16
"1564",16
"1565",16
"1566",16
"1567",16
"1568",16
"1569",2
"1570",2
"1571",2
"1572",2
"1573",2
"1574",2
"1575",2
"1576",2
"1577",2
"1578",2
"1579",2
"1580",4
"1581",2
"1582",2
"1583",2
"1584",7
"1585",12
"1586",7
"1587",5
"1588",7
"1589",7
"1590",5
"1591",5
"1592",7
"1593",7
"1594",5
"1595",5
"1596",5
"1597",7
"1598",7
"1599",7
"1600",7
"1601",7
"1602",7
"1603",5
"1604",7
"1605",7
"1606",10
"1607",10
"1608",10
"1609",10
"1610",10
"1611",10
"1612",10
"1613",10
"1614",10
"1615",10
"1616",10
"1617",19
"1618",19
"1619",19
"1620",10
"1621",19
"1622",19
"1623",10
"1624",10
"1625",19
"1626",19
"1627",10
"1628",10
"1629",10
"1630",15
"1631",15
"1632",9
"1633",9
"1634",10
"1635",9
"1636",9
"1637",9
"1638",9
"1639",10
"1640",9
"1641",10
"1642",10
"1643",9
"1644",19
"1645",9
"1646",10
"1647",9
"1648",13
"1649",9
"1650",13
"1651",13
"1652",10
"1653",10
"1654",9
"1655",10
"1656",13
"1657",9
"1658",9
"1659",9
"1660",19
"1661",9
"1662",9
"1663",10
"1664",9
"1665",10
"1666",10
"1667",10
"1668",9
"1669",10
"1670",10
"1671",9
"1672",10
"1673",9
"1674",10
"1675",9
"1676",12
"1677",10
"1678",9
"1679",10
"1680",10
"1681",19
"1682",9
"1683",9
"1684",10
"1685",10
"1686",13
"1687",10
"1688",10
"1689",9
"1690",10
"1691",10
"1692",9
"1693",9
"1694",10
"1695",10
"1696",9
"1697",10
"1698",10
"1699",9
"1700",9
"1701",13
"1702",9
"1703",19
"1704",9
"1705",9
"1706",20
"1707",9
"1708",9
"1709",9
"1710",10
"1711",10
"1712",10
"1713",10
"1714",13
"1715",9
"1716",10
"1717",16
"1718",4
"1719",15
"1720",4
"1721",1
"1722",4
"1723",4
"1724",4
"1725",4
"1726",15
"1727",15
"1728",15
"1729",15
"1730",4
"1731",15
"1732",4
"1733",15
"1734",4
"1735",4
"1736",15
"1737",15
"1738",4
"1739",15
"1740",4
"1741",4
"1742",4
"1743",4
"1744",4
"1745",15
"1746",15
"1747",15
"1748",4
"1749",4
"1750",4
"1751",1
"1752",1
"1753",1
"1754",1
"1755",1
"1756",1
"1757",1
"1758",1
"1759",1
"1760",2
"1761",1
"1762",1
"1763",1
"1764",1
"1765",1
"1766",1
"1767",4
"1768",7
"1769",5
"1770",7
"1771",5
"1772",7
"1773",5
"1774",4
"1775",7
"1776",32
"1777",32
"1778",32
"1779",32
"1780",7
"1781",7
"1782",7
"1783",7
"1784",7
"1785",5
"1786",7
"1787",7
"1788",7
"1789",7
"1790",7
"1791",7
"1792",7
"1793",32
"1794",32
"1795",32
"1796",32
"1797",32
"1798",32
"1799",32
"1800",32
"1801",32
"1802",32
"1803",32
"1804",32
"1805",32
"1806",32
"1807",32
"1808",32
"1809",32
"1810",32
"1811",32
"1812",32
"1813",32
"1814",32
"1815",32
"1816",32
"1817",32
"1818",32
"1819",32
"1820",32
"1821",32
"1822",5
"1823",7
"1824",7
"1825",4
"1826",4
"1827",7
"1828",7
"1829",5
"1830",16
"1831",13
"1832",5
"1833",4
"1834",10
"1835",5
"1836",16
"1837",5
"1838",5
"1839",3
"1840",5
"1841",16
"1842",16
"1843",5
"1844",4
"1845",6
"1846",5
"1847",5
"1848",2
"1849",5
"1850",16
"1851",2
"1852",4
"1853",6
"1854",32
"1855",32
"1856",32
"1857",32
"1858",9
"1859",10
"1860",9
"1861",9
"1862",9
"1863",9
"1864",9
"1865",9
"1866",10
"1867",9
"1868",9
"1869",9
"1870",9
"1871",9
"1872",9
"1873",9
"1874",9
"1875",9
"1876",9
"1877",9
"1878",9
"1879",9
"1880",9
"1881",9
"1882",9
"1883",10
"1884",9
"1885",9
"1886",9
"1887",10
"1888",9
"1889",9
"1890",9
"1891",9
"1892",9
"1893",9
"1894",9
"1895",8
"1896",6
"1897",28
"1898",6
"1899",8
"1900",28
"1901",27
"1902",6
"1903",8
"1904",8
"1905",28
"1906",8
"1907",6
"1908",28
"1909",28
"1910",8
"1911",28
"1912",6
"1913",28
"1914",6
"1915",28
"1916",6
"1917",19
"1918",19
"1919",19
"1920",12
"1921",19
"1922",10
"1923",10
"1924",10
"1925",10
"1926",12
"1927",19
"1928",10
"1929",19
"1930",10
"1931",19
"1932",10
"1933",10
"1934",12
"1935",19
"1936",12
"1937",12
"1938",2
"1939",2
"1940",2
"1941",12
"1942",5
"1943",12
"1944",12
"1945",12
"1946",7
"1947",7
"1948",5
"1949",7
"1950",8
"1951",12
"1952",7
"1953",12
"1954",12
"1955",12
"1956",4
"1957",5
"1958",5
"1959",4
"1960",4
"1961",5
"1962",4
"1963",4
"1964",4
"1965",4
"1966",4
"1967",2
"1968",4
"1969",16
"1970",15
"1971",4
"1972",2
"1973",4
"1974",4
"1975",2
"1976",4
"1977",2
"1978",15
"1979",15
"1980",2
"1981",2
"1982",7
"1983",7
"1984",7
"1985",5
"1986",7
"1987",8
"1988",5
"1989",7
"1990",5
"1991",5
"1992",5
"1993",5
"1994",5
"1995",32
"1996",32
"1997",32
"1998",32
"1999",32
"2000",32
"2001",32
"2002",32
"2003",32
"2004",32
"2005",32
"2006",32
"2007",32
"2008",32
"2009",15
"2010",15
"2011",15
"2012",15
"2013",15
"2014",10
"2015",10
"2016",10
"2017",10
"2018",10
"2019",10
"2020",10
"2021",10
"2022",10
"2023",10
"2024",10
"2025",10
"2026",10
"2027",10
"2028",1
"2029",2
"2030",4
"2031",10
"2032",10
"2033",10
"2034",32
"2035",10
"2036",10
"2037",10
"2038",10
"2039",10
"2040",10
"2041",10
"2042",10
"2043",10
"2044",10
"2045",10
"2046",10
"2047",2
"2048",2
"2049",4
"2050",4
"2051",4
"2052",4
"2053",4
"2054",4
"2055",2
"2056",4
"2057",4
"2058",4
"2059",4
"2060",4
"2061",4
"2062",4
"2063",2
"2064",4
"2065",7
"2066",7
"2067",5
"2068",7
"2069",5
"2070",7
"2071",7
"2072",7
"2073",2
"2074",4
"2075",2
"2076",4
"2077",4
"2078",2
"2079",4
"2080",5
"2081",2
"2082",2
"2083",4
"2084",4
"2085",4
"2086",4
"2087",4
"2088",4
"2089",2
"2090",5
"2091",4
"2092",4
"2093",5
"2094",4
"2095",4
"2096",4
"2097",4
"2098",4
"2099",4
"2100",4
"2101",4
"2102",4
"2103",4
"2104",4
"2105",2
"2106",5
"2107",4
"2108",5
"2109",4
"2110",27
"2111",27
"2112",27
"2113",26
"2114",26
"2115",26
"2116",26
"2117",19
"2118",26
"2119",26
"2120",26
"2121",27
"2122",28
"2123",26
"2124",12
"2125",5
"2126",12
"2127",5
"2128",12
"2129",32
"2130",32
"2131",32
"2132",32
"2133",10
"2134",19
"2135",20
"2136",20
"2137",20
"2138",20
"2139",20
"2140",20
"2141",20
"2142",20
"2143",20
"2144",19
"2145",10
"2146",20
"2147",20
"2148",20
"2149",20
"2150",10
"2151",10
"2152",7
"2153",7
"2154",7
"2155",7
"2156",7
"2157",7
"2158",7
"2159",7
"2160",7
"2161",7
"2162",7
"2163",15
"2164",7
"2165",5
"2166",15
"2167",9
"2168",31
"2169",7
"2170",7
"2171",32
"2172",32
"2173",32
"2174",32
"2175",32
"2176",32
"2177",32
"2178",32
"2179",32
"2180",32
"2181",32
"2182",32
"2183",32
"2184",32
"2185",32
"2186",32
"2187",5
"2188",12
"2189",1
"2190",2
"2191",4
"2192",2
"2193",1
"2194",1
"2195",4
"2196",2
"2197",4
"2198",2
"2199",2
"2200",2
"2201",4
"2202",1
"2203",1
"2204",1
"2205",1
"2206",1
"2207",1
"2208",10
"2209",1
"2210",1
"2211",1
"2212",1
"2213",1
"2214",1
"2215",1
"2216",2
"2217",1
"2218",1
"2219",1
"2220",1
"2221",1
"2222",10
"2223",1
"2224",1
"2225",9
"2226",4
"2227",9
"2228",2
"2229",9
"2230",5
"2231",9
"2232",9
"2233",9
"2234",9
"2235",4
"2236",9
"2237",9
"2238",9
"2239",9
"2240",9
"2241",4
"2242",9
"2243",1
"2244",31
"2245",31
"2246",31
"2247",31
"2248",10
"2249",7
"2250",31
"2251",1
"2252",31
"2253",7
"2254",31
"2255",7
"2256",7
"2257",7
"2258",31
"2259",1
"2260",1
"2261",31
"2262",1
"2263",7
"2264",31
"2265",1
"2266",7
"2267",5
"2268",2
"2269",2
"2270",1
"2271",1
"2272",1
"2273",1
"2274",2
"2275",2
"2276",1
"2277",1
"2278",2
"2279",32
"2280",2
"2281",16
"2282",1
"2283",1
"2284",1
"2285",2
"2286",4
"2287",1
"2288",1
"2289",1
"2290",1
"2291",1
"2292",2
"2293",1
"2294",1
"2295",1
"2296",1
"2297",1
"2298",1
"2299",1
"2300",2
"2301",2
"2302",2
"2303",2
"2304",2
"2305",1
"2306",2
"2307",2
"2308",1
"2309",1
"2310",1
"2311",1
"2312",1
"2313",1
"2314",1
"2315",2
"2316",1
"2317",1
"2318",2
"2319",2
"2320",2
"2321",1
"2322",1
"2323",2
"2324",2
"2325",2
"2326",2
"2327",2
"2328",4
"2329",2
"2330",1
"2331",1
"2332",1
"2333",1
"2334",1
"2335",1
"2336",1
"2337",1
"2338",1
"2339",1
"2340",1
"2341",32
"2342",1
"2343",1
"2344",4
"2345",32
"2346",2
"2347",1
"2348",1
"2349",1
"2350",10
"2351",10
"2352",10
"2353",10
"2354",10
"2355",10
"2356",10
"2357",10
"2358",10
"2359",10
"2360",10
"2361",10
"2362",10
"2363",10
"2364",10
"2365",10
"2366",12
"2367",13
"2368",32
"2369",12
"2370",13
"2371",12
"2372",12
"2373",12
"2374",12
"2375",13
"2376",12
"2377",12
"2378",32
"2379",12
"2380",13
"2381",12
"2382",12
"2383",13
"2384",13
"2385",13
"2386",2
"2387",1
"2388",2
"2389",2
"2390",1
"2391",1
"2392",1
"2393",2
"2394",2
"2395",1
"2396",1
"2397",2
"2398",1
"2399",2
"2400",1
"2401",1
"2402",1
"2403",1
"2404",1
"2405",1
"2406",1
"2407",1
"2408",1
"2409",1
"2410",32
"2411",1
"2412",1
"2413",1
"2414",4
"2415",1
"2416",2
"2417",1
"2418",1
"2419",1
"2420",2
"2421",1
"2422",2
"2423",1
"2424",2
"2425",1
"2426",2
"2427",1
"2428",2
"2429",1
"2430",1
"2431",1
"2432",1
"2433",1
"2434",1
"2435",2
"2436",2
"2437",1
"2438",1
"2439",1
"2440",1
"2441",1
"2442",2
"2443",2
"2444",2
"2445",1
"2446",2
"2447",2
"2448",2
"2449",2
"2450",1
"2451",1
"2452",2
"2453",4
"2454",1
"2455",1
"2456",1
"2457",1
"2458",1
"2459",1
"2460",1
"2461",1
"2462",1
"2463",1
"2464",7
"2465",7
"2466",7
"2467",7
"2468",7
"2469",7
"2470",7
"2471",4
"2472",4
"2473",4
"2474",4
"2475",4
"2476",4
"2477",2
"2478",4
"2479",4
"2480",4
"2481",4
"2482",2
"2483",32
"2484",32
"2485",32
"2486",32
"2487",10
"2488",10
"2489",10
"2490",19
"2491",10
"2492",19
"2493",9
"2494",19
"2495",9
