id_0	id_1	gdp_per_capita_ppp
48	11	21625.290138867924
48	12	13256.18739709443
48	13	25709.240170212768
48	14	31142.98068933823
48	15	17776.219604444443
49	1	8724.75156124031
49	2	29452.79409486166
49	3	18167.785778952126
49	4	16580.878045084533
49	5	12670.231394587372
49	6	9309.812166298587
49	7	8632.166234988414
49	8	5611.636763052906
49	9	9246.034
49	10	11902.71828176991
49	11	11338.528555724803
49	12	10234.767822691976
49	13	11608.093449032003
49	14	10155.23168135106
49	15	21848.566553584104
49	16	8859.768503628118
49	17	13136.606515189047
49	18	17533.419366932627
49	19	12838.156453871783
49	20	12849.45190263158
49	21	9991.347046312512
49	22	11318.579429839536
49	23	17006.695572383076
49	24	30453.93687628866
49	25	10727.906046562228
49	26	18208.331456693155
49	27	28867.836511363636
49	28	10361.022655824934
49	29	7043.368930293055
49	30	6583.926092067356
49	31	21142.465697657393
53	1	16317.9162027027
53	2	13399.816065775402
53	3	16340.689742574255
53	4	10016.809098039215
53	5	11707.493344590162
53	6	12673.38344160584
53	7	7350.2480141414135
53	8	9784.350666666665
53	9	6671.701003409091
53	10	16520.568346080305
53	11	6681.249345671643
53	12	11494.311774907748
53	13	5705.537546037735
53	14	13120.519842105265
53	15	16395.25563840399
53	16	16271.283046082946
53	17	8807.467072427984
53	18	8400.10743824701
53	19	6774.5845921568625
53	20	25921.861723828515
53	21	5536.403628877005
53	22	8340.894106319702
53	23	16150.133664893614
53	24	9433.425447368421
53	25	9874.875795918368
53	26	16410.064
53	27	20435.722689265538
53	28	5630.51534488189
53	29	9316.25655
53	30	13671.53180389105
53	31	16303.853361873988
53	32	16410.064
54	1	1369.7063
54	2	1369.7063
54	3	1369.7063
56	1	14380.00924137931
56	2	14471.786
56	3	14471.786
56	4	14471.786
56	5	14425.905937500002
56	6	14445.915610294118
56	7	14471.786
57	1	3289.9879999999994
57	2	3289.988
57	3	3297.699886046512
57	4	3282.0143420634918
57	5	3289.9880000000003
57	6	3289.988
57	7	3289.988
57	8	3289.988
57	9	3289.988
57	10	3285.801829583333
57	11	3289.9879999999994
57	12	3284.1807185983826
57	13	3289.988
57	14	3287.6049042505592
58	1	16486.113
58	2	14015.888577777778
58	3	11284.113393939393
58	4	21610.80760714286
58	5	27604.241578947374
58	6	27115.594559999998
58	7	15646.846099999999
58	8	16781.2082
58	9	13467.944947368422
58	10	17175.26048488372
58	11	16479.805
58	12	15826.380955882354
58	13	12558.180451612903
58	14	25712.64898245614
58	15	17350.163426666666
58	16	16641.032025641023
58	17	17158.244
58	18	12319.503823529412
58	19	11419.837474999998
58	20	17097.868633333335
58	21	16417.647925
59	1	20565.4
59	2	20565.4
59	3	20565.4
59	4	20565.4
59	5	20565.4
59	6	20565.4
59	7	20565.400000000005
59	8	20565.4
59	9	20565.4
59	10	20565.4
59	11	20565.4
59	12	20565.4
59	13	20565.4
59	14	20565.4
59	15	20565.4
59	16	20565.4
61	1	30309.635
61	2	30309.635000000002
61	3	30309.635
61	4	30309.635
61	5	30309.635
62	1	24861.0027184466
62	2	26191.62577653631
62	3	28749.479105691054
62	4	22049.023
62	5	24645.936724137933
62	6	26833.971295081967
62	7	23185.795982758624
62	8	25663.90620618557
62	9	23333.43
62	10	24852.053658823526
62	11	26966.33786861314
62	12	66147.07
62	13	27161.53793877551
62	14	25424.935175675677
63	1	741.1348781864407
63	2	740.2528853817344
63	3	852.0351434418604
63	4	740.1344606462395
63	5	736.68024
63	6	741.0806944783362
63	7	736.68024
63	8	737.1829397839299
63	9	738.3586501123979
64	1	58355.17009259259
64	2	28479.74
64	3	28479.739999999998
64	4	26289.674
64	5	37221.33022540984
65	1	3134.1010000000006
65	2	3049.669042105263
65	3	3134.101
65	4	3134.101
65	5	3053.5666375
66	1	13374.909
66	2	13374.909
66	3	13374.909
66	4	13374.909
66	5	13374.909
66	6	13374.909
66	7	13374.909
66	8	13374.909000000001
66	9	13374.909
66	10	13374.909
66	11	13374.909
66	12	13374.909
66	13	13374.909
66	14	13374.909
66	15	13374.909
66	16	13374.909
66	17	13374.909
66	18	13374.909
66	19	13374.909
66	20	13374.909
66	21	13374.909
66	22	13374.909
66	23	13374.909
66	24	13374.909
66	25	13374.908999999998
66	26	13374.909000000001
66	27	13374.909
66	28	13374.909
66	29	13374.908999999998
66	30	13374.909
66	31	13374.909
66	32	13374.909
67	1	10613.86
67	2	10613.86
67	3	10613.86
67	4	10613.86
67	5	10613.86
67	8	10613.86
67	9	10613.86
68	1	12968.872206521739
68	2	6653.687286956521
68	3	10562.164605263159
68	4	9288.566951219513
68	5	7239.898244736842
68	6	10646.746457142859
68	7	11005.081
68	8	8318.038772972972
68	9	38738.457
68	10	11691.327816580311
68	11	8847.569811320755
68	12	7987.732108333334
68	13	9142.356183132531
68	14	9017.514806167403
68	15	5876.419081205674
68	16	7321.509118243243
68	17	7208.457455645162
68	18	7116.280525433525
68	19	12757.771088495576
68	20	11796.324
68	21	12766.047208333335
68	22	5984.666833175355
68	23	10177.194097619047
68	24	7929.973119512195
69	1	11002.701725490195
69	2	10246.695196359584
69	3	11454.339476821191
69	4	10234.283
69	5	10772.740137931034
69	6	10834.367242424243
69	7	10804.869101265822
69	8	10023.812124223603
69	9	11646.64751724138
69	10	10404.641753623187
69	11	9989.607643835616
69	11	9375.977
69	12	10118.256785714286
69	13	8642.924055555555
69	14	10249.205427973047
69	15	10579.793568
69	16	10534.066194444446
69	17	9814.21465038071
69	18	10170.992308411216
69	19	10469.773842465753
69	20	11256.842210526316
69	21	10311.706
69	22	10251.819656410256
69	23	10850.226509433962
69	24	10251.966371830986
69	25	9790.805444444444
69	26	10266.243279329608
69	27	9860.745079545453
70	1	4960.3076
70	2	5279.2525
70	3	5966.312954545455
70	4	5694.575
70	5	9962.63142105263
70	6	6228.692
70	7	6329.119076923076
70	8	5072.392000000001
70	9	7188.966257142857
70	10	10713.212
70	11	5996.4283076923075
70	12	7589.716999999999
70	13	6132.955011764706
70	14	5946.1934
71	1	28271.795
71	2	28271.795
71	3	28271.795
71	4	28271.795
71	5	28271.795
71	6	28271.795
71	7	28271.795
72	1	1503.9736
72	2	1510.184101818182
72	3	1503.9736
72	4	1510.1904398477157
72	5	1504.19705
72	6	1522.3335598484848
73	1	42852.727000000006
73	2	16240.5
73	3	18522.236
73	4	12714.716
73	5	16475.201
73	6	19328.49
73	7	17361.695
73	8	12848.244
73	9	18957.045
73	10	25327.08192105263
73	11	14614.311
73	12	20995.1
73	13	25307.795958333336
73	14	15052.847
73	15	13657.616
73	16	16399.031
74	1	1529.8938
74	2	1529.617071886121
74	3	1529.8938
74	4	1541.901785809683
74	5	1529.8938
74	6	1536.409002445652
74	7	1529.8938
74	8	1530.0252774725275
74	9	1529.4530192566467
74	10	1534.315071978022
74	11	1532.9638014308428
76	1	34937.508
76	2	34937.508
76	3	34937.508
76	4	34937.508
76	5	34937.508
76	6	34937.508
77	1	8619.6875
77	2	8619.6875
77	3	8619.6875
77	5	8619.6875
78	1	29595.86776990596
78	2	33490.29158341625
78	3	31698.575265560165
78	4	44317.41055737705
78	5	36354.643011685395
79	1	34072.402
79	2	32737.568
79	3	29195.484
79	4	61730.133
79	5	28619.599999999995
79	6	30374.992
79	7	30485.495478439425
79	8	30691.63508676471
79	9	30827.257999999998
79	10	34472.156
79	11	29173.768
79	12	32094.502
79	13	28954.426
79	14	27881.992
79	15	28086.201
79	16	32621.961943319835
79	17	29492.129
79	18	32903.47417142858
79	19	28026.021
79	20	29592.917899772212
79	21	34484.80621789883
79	22	37332.57675335121
80	1	6303.712
80	2	6349.25376631579
82	2	14099.303
82	4	14099.303
83	1	18872.069765957447
83	2	18831.9
83	3	18831.9
83	4	18687.319519144145
83	5	17687.360565503877
83	6	18781.55197372549
83	7	18756.599432844574
83	8	18831.9
83	9	18831.9
84	1	1562.5374
84	2	1562.5374
84	3	1562.5374
84	4	1562.5374
84	5	1562.5374
84	6	1562.5374
85	1	9155.355289655172
85	2	9109.257
85	3	9109.257
85	4	9109.257
85	5	9206.710741758241
85	6	9097.15727
85	7	9063.484072072071
85	8	9109.257
85	9	9109.257
85	10	9083.737704081632
85	11	9109.257
85	12	9109.257
86	1	47764.887
86	2	50097.98
86	3	38718.81133333334
86	4	36275.645
86	5	59599.57399999999
86	6	70193.93
86	7	52654.18
86	8	35449.61052863436
86	9	38369.438
86	10	43208.87
86	11	38171.668
86	12	41940.96
86	13	36340.19662982005
86	14	37244.17
86	15	37883.650868167206
86	16	36300.53
87	1	3953.2102
87	2	3953.2102000000004
87	3	3953.2102
87	4	3953.2101999999995
87	5	3953.2102
87	6	3952.4062943030303
87	7	3953.2102
87	8	3942.533020535714
87	9	3942.639013934426
87	10	3953.2102
89	1	26299.285
89	2	19393.549
89	3	31048.244
89	4	22536.088
89	5	19702.241066666666
89	6	19141.168326254825
89	7	19652.339674418607
89	8	25003.255986143187
90	1	35416.9
90	2	35416.9
90	3	35416.9
90	4	35416.9
90	5	35416.9
91	1	12203.425
91	2	12203.425
91	3	12203.425
91	5	12203.425
91	7	12203.425
92	1	10613.86
92	2	13058.626
94	1	3484.459308474576
94	2	3270.0578875
94	3	4692.515469565217
94	4	6558.312
94	5	7205.114
94	6	8243.457486666668
94	7	16455.53671724138
94	8	2266.2797569892473
94	9	8222.463321296296
94	10	2221.0894
94	11	2241.0243692307695
94	12	3010.736228959276
94	13	5867.28324137931
94	14	2852.127287912088
94	15	7998.767036363637
94	16	7234.0474
94	17	3369.6958
94	18	4642.273277777778
94	19	4712.586200000001
94	20	8775.411130434783
94	21	3150.7698
94	22	5878.371771428571
96	1	1367.299
96	2	1367.299
96	3	1367.299
96	4	1367.299
96	5	1367.299
96	6	1365.1525888888889
96	7	1367.299
96	8	1367.299
96	9	1367.299
97	1	1138.3555653465346
97	2	1135.4866
97	3	1138.2242678571429
97	4	1140.6900373831775
97	5	1136.6795293729372
97	6	1139.6916434306568
97	7	1135.4866
97	8	1150.404484137931
98	1	7141.6406768558945
98	2	7064.45
98	3	7064.449999999999
98	4	7097.188268765133
98	5	7064.45
98	6	7064.45
98	7	7064.45
98	8	7079.265047826087
98	9	7064.45
98	10	7090.147292609352
99	1	1658.4132
99	2	1658.4132
99	3	1658.4132
99	4	1658.4132
99	5	1658.4132
99	6	1658.4131999999997
99	7	1658.4132
99	8	1658.4132
99	9	1658.4132
99	10	1658.4132
101	1	5276.205231481482
101	2	2975.9695057692306
101	3	4191.7733
101	4	5230.476590163934
101	5	4760.669326190477
101	6	5733.223269387754
101	7	4096.884235227273
101	8	5996.087706930693
101	9	4776.582112626263
101	10	2691.73286
101	11	4485.8392
101	12	4834.182
101	13	3110.1997264150946
101	14	2664.5483
101	15	4063.4057597269625
101	16	4378.44696
101	17	3290.900894736842
101	18	3845.2401430107525
102	2	53379.74
102	3	53379.74
102	7	53379.74
102	8	53379.74
102	9	53379.74
102	12	53379.74
102	13	53379.74
102	14	53379.74
102	18	53379.74
103	1	15856.578
103	2	13607.591161290322
103	3	16342.09552631579
103	4	15194.271400000001
103	5	49779.03388888889
103	6	17841.348214285714
103	7	21303.446128205127
103	8	28737.677150684933
103	9	17997.09091891892
103	10	16768.445836065577
103	11	15077.403893617022
103	12	24917.482
103	13	11293.298369565216
103	14	21043.226089285716
103	15	15594.372274509804
103	16	13374.54996039604
103	17	18084.051216666667
103	18	21282.315166666664
103	19	17870.113
103	20	20097.068323076925
104	1	42449.188
104	2	42449.188
104	3	42449.188
104	4	42449.188
104	5	42449.188
104	6	42449.188
104	7	42449.188
104	8	42449.188
105	1	10705.267
105	2	6940.27
105	3	6011.750252903225
105	4	3427.7236804284325
105	5	2391.223241002465
105	6	19076.13
105	7	3889.343
105	8	5730.1377
105	9	12724.972666666668
105	10	21112.018
105	11	8568.82859762309
105	12	10394.4
105	13	7968.413776609725
105	14	4412.733629245283
105	15	2390.4143000000004
105	16	6635.686
105	17	8232.682
105	19	3889.343
105	20	9176.586
105	21	3391.2498
105	22	5155.7793
105	23	3423.6558
105	24	5543.4043
105	25	15868.858999999999
105	26	4648.88348428645
105	27	10489.656
105	28	8264.547616959064
105	29	4742.753006930471
105	30	9239.81994623656
105	31	6940.27
105	31	7551.846
105	32	6940.27
105	33	4739.0674
105	34	3374.8955
105	35	3384.9532448275863
105	36	5187.52
106	1	8071.425427927928
106	2	8014.3403
106	3	9890.467
106	4	8196.953
106	5	5126.712784745763
106	6	6342.624972661871
106	7	14557.729076570917
106	8	30703.444333333333
106	9	8490.467892495637
106	10	8188.785591743119
106	11	6496.231695577395
106	12	9712.012
106	13	6683.047757365684
106	14	7684.232281105991
106	15	9186.660004166666
106	16	41420.51680316285
106	17	42033.676422413795
106	18	26287.677702702702
106	19	6642.99681122449
106	20	2449.4873
106	21	2449.4873
106	22	4918.881680851064
106	23	2879.029
106	24	14568.608
106	25	26440.67397533207
106	26	6551.192660962568
106	27	6551.230036563072
106	28	6522.509405817174
106	29	6949.721017061612
106	30	6339.7456
106	31	8588.870538016528
106	32	9797.68994507874
106	33	10084.409565011822
106	34	6172.813855882353
107	1	25004.043
107	2	9408.707
107	3	31921.842
107	4	9645.581
107	5	11853.944
107	6	16452.36
107	7	11278.22
107	8	11166.765
107	9	20009.283
107	10	10190.49
107	11	14585.304
107	12	23590.854
107	13	11781.68
107	14	10792.975
107	15	36768.277
107	16	45678.598
107	17	8179.977
107	18	8471.997
107	19	16817.707
107	20	20009.283
107	21	11634.891
107	22	12987.229
107	23	11061.802
107	24	11634.891
107	25	17250.37
107	26	5313.681642211704
107	27	11634.891
107	28	25004.043
107	29	7834.4447637218045
107	30	11634.974783675798
107	31	12987.229
108	1	15357.57312654321
108	2	14017.773
108	3	15027.973557103061
108	4	14017.773
108	5	16453.562552238804
108	6	13961.580987383177
108	7	13972.407835094338
108	8	14017.773
108	9	14017.773
108	10	14017.773
108	11	14017.773
108	12	14017.773
108	13	14017.773
108	14	14017.773
108	15	14017.773
108	16	14017.773
108	17	14017.773
108	18	14017.773
109	1	35581.573111111116
109	2	30807.646476190475
109	3	43714.492
109	4	60431.087131578955
109	5	29156.235854368933
109	6	64100.656
109	7	40107.688
109	8	60882.887
109	9	63212.518470588235
109	10	33594.825000000004
109	11	31877.4664
109	12	29142.996000000003
109	13	43101.335
109	14	29575.81
109	15	31199.328941176467
109	16	40107.688
109	17	64100.656
109	18	29195.446192307692
109	19	29575.810000000005
109	20	39467.11904
109	21	29691.2306
109	22	38102.79940229885
109	23	33903.98
109	24	30534.8335
109	25	35246.05448888889
109	26	62511.35726315789
110	1	50432.336
110	2	50432.336
110	3	50432.336
110	4	50432.336
110	5	50432.336
110	6	50432.336
111	1	4000.253647058824
111	2	31177.055214285712
111	3	31670.693
111	4	31670.693
111	5	31670.693
111	6	31670.692999999996
111	7	31670.693
112	1	28154.40956647399
112	2	22085.735712837835
112	3	24555.483536423842
112	4	22586.781995594716
112	5	21773.816450704227
112	6	40592.42128531856
112	7	37522.176666666666
112	8	40439.722821561336
112	9	36037.51738202247
112	10	42425.12378841309
112	11	34479.992519230764
112	12	26561.32905882353
112	13	36693.51307913669
112	14	26655.033
112	15	22517.734
112	16	37361.276540540544
112	17	43083.572698275864
112	18	31577.091077519377
112	19	43559.32573076923
112	20	38588.646213559325
113	1	8528.896
113	2	8528.896
113	4	8528.896
113	5	8528.896
113	6	8528.896
113	7	8528.896
113	8	8528.896
113	9	8528.896
113	10	8528.896
113	11	8528.896
113	12	8528.896
113	13	8528.896
113	14	8528.896
114	1	40669.594
114	2	31691.314
114	3	29990.773
114	4	29230.693000000003
114	5	30297.293
114	6	36197.54
114	7	32619.242
114	8	33319.316
114	9	31155.816
114	10	32953.61
114	11	35537.92
114	12	30717.873
114	13	30017.344
114	14	32666.718999999997
114	15	34165.945
114	16	29862.96135930736
114	17	33790.99
114	18	28157.107
114	19	31115.75
114	20	26136.066
114	21	27710.656
114	22	34077.113
114	23	36257.83
114	24	32054.963000000003
114	25	28675.56
114	26	34481.008
114	27	28288.754
114	28	23031.666
114	29	33224.125
114	30	31737.619999999995
114	31	33478.1
114	32	25255.21
114	33	38072.48
114	34	30043.866999999995
114	35	26829.309
114	36	38197.645
114	37	30401.275
114	38	37720.094
114	39	36969.707
114	40	31474.467
114	41	61475.418
114	42	30000.154
114	43	35144.926
114	44	29124.338
114	45	29476.867
114	46	35310.56
114	47	31534.06
116	1	10826.764
116	2	13272.987
116	3	9320.67
116	4	9376.684
116	5	8024.088
116	6	9320.67
116	7	11495.272000000003
